Generation (G),Age of Colony (t),No. of alates (A),No. of helpers,No. of not helper,Age to dispersal (tau),No. of eggs (F),No. of dead offsprings,Imprinting level (I),The maximum reproductive capacity (K),Available resource (R),Peak available resource,Surplus resouce,Peak surplus resouce (delta_R),No. of alates in previous generation,Fitness of colony (W),0-year-old,1-year-old,2-year-old,3-year-old,4-year-old,5-year-old,6-year-old,7-year-old,8-year-old,9-year-old,10-year-old,11-year-old,12-year-old
17,3,0,10,10,4,11,0,3.0,36,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
17,4,0,20,11,4,26,0,3.0,36,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
17,5,0,31,26,4,36,0,3.0,36,878,878,518,518,0,0,36,26,11,10,10,,,,,,,,,
17,6,0,57,36,4,36,0,3.0,36,1564,1564,1204,1204,0,0,36,36,26,11,10,10,,,,,,,,
17,7,10,83,36,4,36,0,3.0,36,2086,2086,1726,1726,18,10,36,36,36,26,11,0,10,,,,,,,
17,8,21,98,36,4,36,0,3.0,36,2292,2292,1932,1932,29,27,36,36,36,36,26,0,0,0,,,,,,
17,9,26,108,36,4,36,0,3.0,36,2630,2630,2270,2270,55,53,36,36,36,36,36,0,0,0,0,,,,,
17,10,36,108,36,4,36,0,3.0,36,2630,2630,2270,2270,90,89,36,36,36,36,36,0,0,0,0,0,,,,
17,11,36,108,36,4,36,0,3.0,36,2630,2630,2270,2270,125,125,36,36,36,36,36,0,0,0,0,0,0,,,
17,12,36,108,36,4,36,0,3.0,36,2630,2630,2270,2270,160,161,36,36,36,36,36,0,0,0,0,0,0,0,,
17,13,36,108,36,4,36,0,3.0,36,2630,2630,2270,2270,195,197,36,36,36,36,36,0,0,0,0,0,0,0,0,
18,1,0,0,0,6,10,0,6.0,37,200,200,100,100,0,0,10,,,,,,,,,,,,,
18,2,0,0,10,4,10,0,3.0,37,200,200,100,100,0,0,10,10,,,,,,,,,,,,
18,3,0,10,10,4,11,0,3.0,37,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
18,4,0,20,11,4,26,0,3.0,37,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
18,5,0,31,26,4,37,0,3.0,37,878,878,508,508,0,0,37,26,11,10,10,,,,,,,,,
18,6,0,57,37,4,37,0,3.0,37,1564,1564,1194,1194,0,0,37,37,26,11,10,10,,,,,,,,
18,7,10,84,37,4,37,0,3.0,37,2089,2089,1719,1719,10,10,37,37,37,26,11,0,10,,,,,,,
18,8,21,100,37,4,37,0,3.0,37,2325,2325,1955,1955,27,27,37,37,37,37,26,0,0,0,,,,,,
18,9,26,111,37,4,37,0,3.0,37,2696,2696,2326,2326,53,53,37,37,37,37,37,0,0,0,0,,,,,
18,10,37,111,37,4,37,0,3.0,37,2696,2696,2326,2326,89,90,37,37,37,37,37,0,0,0,0,0,,,,
18,11,37,111,37,4,37,0,3.0,37,2696,2696,2326,2326,125,127,37,37,37,37,37,0,0,0,0,0,0,,,
18,12,37,111,37,4,37,0,3.0,37,2696,2696,2326,2326,161,164,37,37,37,37,37,0,0,0,0,0,0,0,,
18,13,37,111,37,4,37,0,3.0,37,2696,2696,2326,2326,197,201,37,37,37,37,37,0,0,0,0,0,0,0,0,
19,1,0,0,0,6,10,0,6.0,38,200,200,100,100,0,0,10,,,,,,,,,,,,,
19,2,0,0,10,4,10,0,3.0,38,200,200,100,100,0,0,10,10,,,,,,,,,,,,
19,3,0,10,10,4,11,0,3.0,38,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
19,4,0,20,11,4,26,0,3.0,38,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
19,5,0,31,26,4,38,0,3.0,38,878,878,498,498,0,0,38,26,11,10,10,,,,,,,,,
19,6,0,57,38,4,38,0,3.0,38,1564,1564,1184,1184,0,0,38,38,26,11,10,10,,,,,,,,
19,7,10,85,38,4,38,0,3.0,38,2093,2093,1713,1713,10,10,38,38,38,26,11,0,10,,,,,,,
19,8,21,102,38,4,38,0,3.0,38,2359,2359,1979,1979,27,27,38,38,38,38,26,0,0,0,,,,,,
19,9,26,114,38,4,38,0,3.0,38,2764,2764,2384,2384,53,53,38,38,38,38,38,0,0,0,0,,,,,
19,10,38,114,38,4,38,0,3.0,38,2764,2764,2384,2384,90,91,38,38,38,38,38,0,0,0,0,0,,,,
19,11,38,114,38,4,38,0,3.0,38,2764,2764,2384,2384,127,129,38,38,38,38,38,0,0,0,0,0,0,,,
19,12,38,114,38,4,38,0,3.0,38,2764,2764,2384,2384,164,167,38,38,38,38,38,0,0,0,0,0,0,0,,
19,13,38,114,38,4,38,0,3.0,38,2764,2764,2384,2384,201,205,38,38,38,38,38,0,0,0,0,0,0,0,0,
20,1,0,0,0,6,10,0,6.0,39,200,200,100,100,0,0,10,,,,,,,,,,,,,
20,2,0,0,10,4,10,0,3.0,39,200,200,100,100,0,0,10,10,,,,,,,,,,,,
20,3,0,10,10,4,11,0,3.0,39,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
20,4,0,20,11,4,26,0,3.0,39,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
20,5,0,31,26,4,39,0,3.0,39,878,878,488,488,0,0,39,26,11,10,10,,,,,,,,,
20,6,0,57,39,4,39,0,3.0,39,1564,1564,1174,1174,0,0,39,39,26,11,10,10,,,,,,,,
20,7,10,86,39,4,39,0,3.0,39,2097,2097,1707,1707,10,10,39,39,39,26,11,0,10,,,,,,,
20,8,21,104,39,4,39,0,3.0,39,2393,2393,2003,2003,27,27,39,39,39,39,26,0,0,0,,,,,,
20,9,26,117,39,4,39,0,3.0,39,2832,2832,2442,2442,53,53,39,39,39,39,39,0,0,0,0,,,,,
20,10,39,117,39,4,39,0,3.0,39,2832,2832,2442,2442,91,92,39,39,39,39,39,0,0,0,0,0,,,,
20,11,39,117,39,4,39,0,3.0,39,2832,2832,2442,2442,129,131,39,39,39,39,39,0,0,0,0,0,0,,,
20,12,39,117,39,4,39,0,3.0,39,2832,2832,2442,2442,167,170,39,39,39,39,39,0,0,0,0,0,0,0,,
20,13,39,117,39,4,39,0,3.0,39,2832,2832,2442,2442,205,209,39,39,39,39,39,0,0,0,0,0,0,0,0,
21,1,0,0,0,6,10,0,6.0,40,200,200,100,100,0,0,10,,,,,,,,,,,,,
21,2,0,0,10,4,10,0,3.0,40,200,200,100,100,0,0,10,10,,,,,,,,,,,,
21,3,0,10,10,4,11,0,3.0,40,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
21,4,0,20,11,4,26,0,3.0,40,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
21,5,0,31,26,4,40,0,3.0,40,878,878,478,478,0,0,40,26,11,10,10,,,,,,,,,
21,6,0,57,40,4,40,0,3.0,40,1564,1564,1164,1164,0,0,40,40,26,11,10,10,,,,,,,,
21,7,10,87,40,4,40,0,3.0,40,2101,2101,1701,1701,10,10,40,40,40,26,11,0,10,,,,,,,
21,8,21,106,40,4,40,0,3.0,40,2427,2427,2027,2027,27,27,40,40,40,40,26,0,0,0,,,,,,
21,9,26,120,40,4,40,0,3.0,40,2900,2900,2500,2500,53,53,40,40,40,40,40,0,0,0,0,,,,,
21,10,40,120,40,4,40,0,3.0,40,2900,2900,2500,2500,92,93,40,40,40,40,40,0,0,0,0,0,,,,
21,11,40,120,40,4,40,0,3.0,40,2900,2900,2500,2500,131,133,40,40,40,40,40,0,0,0,0,0,0,,,
21,12,40,120,40,4,40,0,3.0,40,2900,2900,2500,2500,170,173,40,40,40,40,40,0,0,0,0,0,0,0,,
21,13,40,120,40,4,40,0,3.0,40,2900,2900,2500,2500,209,213,40,40,40,40,40,0,0,0,0,0,0,0,0,
22,1,0,0,0,6,10,0,6.0,41,200,200,100,100,0,0,10,,,,,,,,,,,,,
22,2,0,0,10,4,10,0,3.0,41,200,200,100,100,0,0,10,10,,,,,,,,,,,,
22,3,0,10,10,4,11,0,3.0,41,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
22,4,0,20,11,4,26,0,3.0,41,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
22,5,0,31,26,4,41,0,3.0,41,878,878,468,468,0,0,41,26,11,10,10,,,,,,,,,
22,6,0,57,41,4,41,0,3.0,41,1564,1564,1154,1154,0,0,41,41,26,11,10,10,,,,,,,,
22,7,10,88,41,4,41,0,3.0,41,2104,2104,1694,1694,10,10,41,41,41,26,11,0,10,,,,,,,
22,8,21,108,41,4,41,0,3.0,41,2460,2460,2050,2050,27,27,41,41,41,41,26,0,0,0,,,,,,
22,9,26,123,41,4,41,0,3.0,41,2966,2966,2556,2556,53,53,41,41,41,41,41,0,0,0,0,,,,,
22,10,41,123,41,4,41,0,3.0,41,2966,2966,2556,2556,93,94,41,41,41,41,41,0,0,0,0,0,,,,
22,11,41,123,41,4,41,0,3.0,41,2966,2966,2556,2556,133,135,41,41,41,41,41,0,0,0,0,0,0,,,
22,12,41,123,41,4,41,0,3.0,41,2966,2966,2556,2556,173,176,41,41,41,41,41,0,0,0,0,0,0,0,,
22,13,41,123,41,4,41,0,3.0,41,2966,2966,2556,2556,213,217,41,41,41,41,41,0,0,0,0,0,0,0,0,
23,1,0,0,0,6,10,0,6.0,42,200,200,100,100,0,0,10,,,,,,,,,,,,,
23,2,0,0,10,4,10,0,3.0,42,200,200,100,100,0,0,10,10,,,,,,,,,,,,
23,3,0,10,10,4,11,0,3.0,42,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
23,4,0,20,11,4,26,0,3.0,42,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
23,5,0,31,26,4,42,0,3.0,42,878,878,458,458,0,0,42,26,11,10,10,,,,,,,,,
23,6,0,57,42,4,42,0,3.0,42,1564,1564,1144,1144,0,0,42,42,26,11,10,10,,,,,,,,
23,7,10,89,42,4,42,0,3.0,42,2108,2108,1688,1688,10,10,42,42,42,26,11,0,10,,,,,,,
23,8,21,110,42,4,42,0,3.0,42,2494,2494,2074,2074,27,27,42,42,42,42,26,0,0,0,,,,,,
23,9,26,126,42,4,42,0,3.0,42,3034,3034,2614,2614,53,53,42,42,42,42,42,0,0,0,0,,,,,
23,10,42,126,42,4,42,0,3.0,42,3034,3034,2614,2614,94,95,42,42,42,42,42,0,0,0,0,0,,,,
23,11,42,126,42,4,42,0,3.0,42,3034,3034,2614,2614,135,137,42,42,42,42,42,0,0,0,0,0,0,,,
23,12,42,126,42,4,42,0,3.0,42,3034,3034,2614,2614,176,179,42,42,42,42,42,0,0,0,0,0,0,0,,
23,13,42,126,42,4,42,0,3.0,42,3034,3034,2614,2614,217,221,42,42,42,42,42,0,0,0,0,0,0,0,0,
24,1,0,0,0,6,10,0,6.0,43,200,200,100,100,0,0,10,,,,,,,,,,,,,
24,2,0,0,10,4,10,0,3.0,43,200,200,100,100,0,0,10,10,,,,,,,,,,,,
24,3,0,10,10,4,11,0,3.0,43,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
24,4,0,20,11,4,26,0,3.0,43,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
24,5,0,31,26,4,43,0,3.0,43,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
24,6,0,57,43,4,43,0,3.0,43,1564,1564,1134,1134,0,0,43,43,26,11,10,10,,,,,,,,
24,7,10,90,43,4,43,0,3.0,43,2112,2112,1682,1682,10,10,43,43,43,26,11,0,10,,,,,,,
24,8,21,112,43,4,43,0,3.0,43,2528,2528,2098,2098,27,27,43,43,43,43,26,0,0,0,,,,,,
24,9,26,129,43,4,43,0,3.0,43,3102,3102,2672,2672,53,53,43,43,43,43,43,0,0,0,0,,,,,
24,10,43,129,43,4,43,0,3.0,43,3102,3102,2672,2672,95,96,43,43,43,43,43,0,0,0,0,0,,,,
24,11,43,129,43,4,43,0,3.0,43,3102,3102,2672,2672,137,139,43,43,43,43,43,0,0,0,0,0,0,,,
24,12,43,129,43,4,43,0,3.0,43,3102,3102,2672,2672,179,182,43,43,43,43,43,0,0,0,0,0,0,0,,
24,13,43,129,43,4,43,0,3.0,43,3102,3102,2672,2672,221,225,43,43,43,43,43,0,0,0,0,0,0,0,0,
25,1,0,0,0,6,10,0,6.0,44,200,200,100,100,0,0,10,,,,,,,,,,,,,
25,2,0,0,10,4,10,0,3.0,44,200,200,100,100,0,0,10,10,,,,,,,,,,,,
25,3,0,10,10,4,11,0,3.0,44,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
25,4,0,20,11,4,26,0,3.0,44,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
25,5,0,31,26,4,43,0,3.0,44,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
25,6,0,57,43,4,44,0,3.0,44,1564,1564,1124,1124,0,0,44,43,26,11,10,10,,,,,,,,
25,7,10,90,44,4,44,0,3.0,44,2112,2112,1672,1672,10,10,44,44,43,26,11,0,10,,,,,,,
25,8,21,113,44,4,44,0,3.0,44,2532,2532,2092,2092,27,27,44,44,44,43,26,0,0,0,,,,,,
25,9,26,131,44,4,44,0,3.0,44,3136,3136,2696,2696,53,53,44,44,44,44,43,0,0,0,0,,,,,
25,10,43,132,44,4,44,0,3.0,44,3170,3170,2730,2730,96,96,44,44,44,44,44,0,0,0,0,0,,,,
25,11,44,132,44,4,44,0,3.0,44,3170,3170,2730,2730,139,140,44,44,44,44,44,0,0,0,0,0,0,,,
25,12,44,132,44,4,44,0,3.0,44,3170,3170,2730,2730,182,184,44,44,44,44,44,0,0,0,0,0,0,0,,
25,13,44,132,44,4,44,0,3.0,44,3170,3170,2730,2730,225,228,44,44,44,44,44,0,0,0,0,0,0,0,0,
26,1,0,0,0,6,10,0,6.0,45,200,200,100,100,0,0,10,,,,,,,,,,,,,
26,2,0,0,10,4,10,0,3.0,45,200,200,100,100,0,0,10,10,,,,,,,,,,,,
26,3,0,10,10,4,11,0,3.0,45,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
26,4,0,20,11,4,26,0,3.0,45,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
26,5,0,31,26,4,43,0,3.0,45,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
26,6,0,57,43,4,45,0,3.0,45,1564,1564,1114,1114,0,0,45,43,26,11,10,10,,,,,,,,
26,7,10,90,45,4,45,0,3.0,45,2112,2112,1662,1662,10,10,45,45,43,26,11,0,10,,,,,,,
26,8,21,114,45,4,45,0,3.0,45,2535,2535,2085,2085,27,27,45,45,45,43,26,0,0,0,,,,,,
26,9,26,133,45,4,45,0,3.0,45,3169,3169,2719,2719,53,53,45,45,45,45,43,0,0,0,0,,,,,
26,10,43,135,45,4,45,0,3.0,45,3236,3236,2786,2786,96,96,45,45,45,45,45,0,0,0,0,0,,,,
26,11,45,135,45,4,45,0,3.0,45,3236,3236,2786,2786,140,141,45,45,45,45,45,0,0,0,0,0,0,,,
26,12,45,135,45,4,45,0,3.0,45,3236,3236,2786,2786,184,186,45,45,45,45,45,0,0,0,0,0,0,0,,
26,13,45,135,45,4,45,0,3.0,45,3236,3236,2786,2786,228,231,45,45,45,45,45,0,0,0,0,0,0,0,0,
27,1,0,0,0,6,10,0,6.0,46,200,200,100,100,0,0,10,,,,,,,,,,,,,
27,2,0,0,10,4,10,0,3.0,46,200,200,100,100,0,0,10,10,,,,,,,,,,,,
27,3,0,10,10,4,11,0,3.0,46,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
27,4,0,20,11,4,26,0,3.0,46,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
27,5,0,31,26,4,43,0,3.0,46,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
27,6,0,57,43,4,46,0,3.0,46,1564,1564,1104,1104,0,0,46,43,26,11,10,10,,,,,,,,
27,7,10,90,46,4,46,0,3.0,46,2112,2112,1652,1652,10,10,46,46,43,26,11,0,10,,,,,,,
27,8,21,115,46,4,46,0,3.0,46,2539,2539,2079,2079,27,27,46,46,46,43,26,0,0,0,,,,,,
27,9,26,135,46,4,46,0,3.0,46,3203,3203,2743,2743,53,53,46,46,46,46,43,0,0,0,0,,,,,
27,10,43,138,46,4,46,0,3.0,46,3304,3304,2844,2844,96,96,46,46,46,46,46,0,0,0,0,0,,,,
27,11,46,138,46,4,46,0,3.0,46,3304,3304,2844,2844,141,142,46,46,46,46,46,0,0,0,0,0,0,,,
27,12,46,138,46,4,46,0,3.0,46,3304,3304,2844,2844,186,188,46,46,46,46,46,0,0,0,0,0,0,0,,
27,13,46,138,46,4,46,0,3.0,46,3304,3304,2844,2844,231,234,46,46,46,46,46,0,0,0,0,0,0,0,0,
28,1,0,0,0,6,10,0,6.0,47,200,200,100,100,0,0,10,,,,,,,,,,,,,
28,2,0,0,10,4,10,0,3.0,47,200,200,100,100,0,0,10,10,,,,,,,,,,,,
28,3,0,10,10,4,11,0,3.0,47,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
28,4,0,20,11,4,26,0,3.0,47,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
28,5,0,31,26,4,43,0,3.0,47,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
28,6,0,57,43,4,47,0,3.0,47,1564,1564,1094,1094,0,0,47,43,26,11,10,10,,,,,,,,
28,7,10,90,47,4,47,0,3.0,47,2112,2112,1642,1642,10,10,47,47,43,26,11,0,10,,,,,,,
28,8,21,116,47,4,47,0,3.0,47,2543,2543,2073,2073,27,27,47,47,47,43,26,0,0,0,,,,,,
28,9,26,137,47,4,47,0,3.0,47,3237,3237,2767,2767,53,53,47,47,47,47,43,0,0,0,0,,,,,
28,10,43,141,47,4,47,0,3.0,47,3372,3372,2902,2902,96,96,47,47,47,47,47,0,0,0,0,0,,,,
28,11,47,141,47,4,47,0,3.0,47,3372,3372,2902,2902,142,143,47,47,47,47,47,0,0,0,0,0,0,,,
28,12,47,141,47,4,47,0,3.0,47,3372,3372,2902,2902,188,190,47,47,47,47,47,0,0,0,0,0,0,0,,
28,13,47,141,47,4,47,0,3.0,47,3372,3372,2902,2902,234,237,47,47,47,47,47,0,0,0,0,0,0,0,0,
29,1,0,0,0,7,10,0,7.0,48,200,200,100,100,0,0,10,,,,,,,,,,,,,
29,2,0,0,10,4,10,0,3.0,48,200,200,100,100,0,0,10,10,,,,,,,,,,,,
29,3,0,10,10,4,11,0,3.0,48,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
29,4,0,20,11,4,26,0,3.0,48,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
29,5,0,31,26,4,43,0,3.0,48,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
29,6,0,57,43,4,48,0,3.0,48,1564,1564,1084,1084,0,0,48,43,26,11,10,10,,,,,,,,
29,7,10,90,48,4,48,0,3.0,48,2112,2112,1632,1632,10,10,48,48,43,26,11,0,10,,,,,,,
29,8,11,127,48,4,48,0,3.0,48,3147,3147,2667,2667,27,21,48,48,48,43,26,0,0,10,,,,,,
29,9,36,139,48,4,48,0,3.0,48,3271,3271,2791,2791,53,51,48,48,48,48,43,0,0,0,0,,,,,
29,10,43,144,48,4,48,0,3.0,48,3440,3440,2960,2960,96,94,48,48,48,48,48,0,0,0,0,0,,,,
29,11,48,144,48,4,48,0,3.0,48,3440,3440,2960,2960,143,142,48,48,48,48,48,0,0,0,0,0,0,,,
29,12,48,144,48,4,48,0,3.0,48,3440,3440,2960,2960,190,190,48,48,48,48,48,0,0,0,0,0,0,0,,
29,13,48,144,48,4,48,0,3.0,48,3440,3440,2960,2960,237,238,48,48,48,48,48,0,0,0,0,0,0,0,0,
30,1,0,0,0,7,10,0,7.0,49,200,200,100,100,0,0,10,,,,,,,,,,,,,
30,2,0,0,10,4,10,0,3.0,49,200,200,100,100,0,0,10,10,,,,,,,,,,,,
30,3,0,10,10,4,11,0,3.0,49,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
30,4,0,20,11,4,26,0,3.0,49,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
30,5,0,31,26,4,43,0,3.0,49,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
30,6,0,57,43,4,49,0,3.0,49,1564,1564,1074,1074,0,0,49,43,26,11,10,10,,,,,,,,
30,7,10,90,49,4,49,0,3.0,49,2112,2112,1622,1622,10,10,49,49,43,26,11,0,10,,,,,,,
30,8,11,128,49,4,49,0,3.0,49,3150,3150,2660,2660,21,21,49,49,49,43,26,0,0,10,,,,,,
30,9,36,141,49,4,49,0,3.0,49,3304,3304,2814,2814,51,50,49,49,49,49,43,0,0,0,0,,,,,
30,10,43,147,49,4,49,0,3.0,49,3506,3506,3016,3016,94,93,49,49,49,49,49,0,0,0,0,0,,,,
30,11,49,147,49,4,49,0,3.0,49,3506,3506,3016,3016,142,142,49,49,49,49,49,0,0,0,0,0,0,,,
30,12,49,147,49,4,49,0,3.0,49,3506,3506,3016,3016,190,191,49,49,49,49,49,0,0,0,0,0,0,0,,
30,13,49,147,49,4,49,0,3.0,49,3506,3506,3016,3016,238,240,49,49,49,49,49,0,0,0,0,0,0,0,0,
31,1,0,0,0,7,10,0,7.0,50,200,200,100,100,0,0,10,,,,,,,,,,,,,
31,2,0,0,10,4,10,0,3.0,50,200,200,100,100,0,0,10,10,,,,,,,,,,,,
31,3,0,10,10,4,11,0,3.0,50,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
31,4,0,20,11,4,26,0,3.0,50,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
31,5,0,31,26,4,43,0,3.0,50,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
31,6,0,57,43,4,50,0,3.0,50,1564,1564,1064,1064,0,0,50,43,26,11,10,10,,,,,,,,
31,7,10,90,50,4,50,0,3.0,50,2112,2112,1612,1612,10,10,50,50,43,26,11,0,10,,,,,,,
31,8,11,129,50,4,50,0,3.0,50,3154,3154,2654,2654,21,21,50,50,50,43,26,0,0,10,,,,,,
31,9,36,143,50,4,50,0,3.0,50,3338,3338,2838,2838,50,50,50,50,50,50,43,0,0,0,0,,,,,
31,10,43,150,50,4,50,0,3.0,50,3574,3574,3074,3074,93,93,50,50,50,50,50,0,0,0,0,0,,,,
31,11,50,150,50,4,50,0,3.0,50,3574,3574,3074,3074,142,143,50,50,50,50,50,0,0,0,0,0,0,,,
31,12,50,150,50,4,50,0,3.0,50,3574,3574,3074,3074,191,193,50,50,50,50,50,0,0,0,0,0,0,0,,
31,13,50,150,50,4,50,0,3.0,50,3574,3574,3074,3074,240,243,50,50,50,50,50,0,0,0,0,0,0,0,0,
32,1,0,0,0,7,10,0,7.0,51,200,200,100,100,0,0,10,,,,,,,,,,,,,
32,2,0,0,10,4,10,0,3.0,51,200,200,100,100,0,0,10,10,,,,,,,,,,,,
32,3,0,10,10,4,11,0,3.0,51,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
32,4,0,20,11,4,26,0,3.0,51,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
32,5,0,31,26,4,43,0,3.0,51,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
32,6,0,57,43,4,51,0,3.0,51,1564,1564,1054,1054,0,0,51,43,26,11,10,10,,,,,,,,
32,7,10,90,51,4,51,0,3.0,51,2112,2112,1602,1602,10,10,51,51,43,26,11,0,10,,,,,,,
32,8,11,130,51,4,51,0,3.0,51,3158,3158,2648,2648,21,21,51,51,51,43,26,0,0,10,,,,,,
32,9,36,145,51,4,51,0,3.0,51,3372,3372,2862,2862,50,50,51,51,51,51,43,0,0,0,0,,,,,
32,10,43,153,51,4,51,0,3.0,51,3642,3642,3132,3132,93,93,51,51,51,51,51,0,0,0,0,0,,,,
32,11,51,153,51,4,51,0,3.0,51,3642,3642,3132,3132,143,144,51,51,51,51,51,0,0,0,0,0,0,,,
32,12,51,153,51,4,51,0,3.0,51,3642,3642,3132,3132,193,195,51,51,51,51,51,0,0,0,0,0,0,0,,
32,13,51,153,51,4,51,0,3.0,51,3642,3642,3132,3132,243,246,51,51,51,51,51,0,0,0,0,0,0,0,0,
33,1,0,0,0,7,10,0,7.0,52,200,200,100,100,0,0,10,,,,,,,,,,,,,
33,2,0,0,10,4,10,0,3.0,52,200,200,100,100,0,0,10,10,,,,,,,,,,,,
33,3,0,10,10,4,11,0,3.0,52,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
33,4,0,20,11,4,26,0,3.0,52,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
33,5,0,31,26,4,43,0,3.0,52,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
33,6,0,57,43,4,52,0,3.0,52,1564,1564,1044,1044,0,0,52,43,26,11,10,10,,,,,,,,
33,7,10,90,52,4,52,0,3.0,52,2112,2112,1592,1592,10,10,52,52,43,26,11,0,10,,,,,,,
33,8,11,131,52,4,52,0,3.0,52,3162,3162,2642,2642,21,21,52,52,52,43,26,0,0,10,,,,,,
33,9,36,147,52,4,52,0,3.0,52,3406,3406,2886,2886,50,50,52,52,52,52,43,0,0,0,0,,,,,
33,10,43,156,52,4,52,0,3.0,52,3710,3710,3190,3190,93,93,52,52,52,52,52,0,0,0,0,0,,,,
33,11,52,156,52,4,52,0,3.0,52,3710,3710,3190,3190,144,145,52,52,52,52,52,0,0,0,0,0,0,,,
33,12,52,156,52,4,52,0,3.0,52,3710,3710,3190,3190,195,197,52,52,52,52,52,0,0,0,0,0,0,0,,
33,13,52,156,52,4,52,0,3.0,52,3710,3710,3190,3190,246,249,52,52,52,52,52,0,0,0,0,0,0,0,0,
34,1,0,0,0,7,10,0,7.0,53,200,200,100,100,0,0,10,,,,,,,,,,,,,
34,2,0,0,10,4,10,0,3.0,53,200,200,100,100,0,0,10,10,,,,,,,,,,,,
34,3,0,10,10,4,11,0,3.0,53,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
34,4,0,20,11,4,26,0,3.0,53,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
34,5,0,31,26,4,43,0,3.0,53,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
34,6,0,57,43,4,53,0,3.0,53,1564,1564,1034,1034,0,0,53,43,26,11,10,10,,,,,,,,
34,7,10,90,53,4,53,0,3.0,53,2112,2112,1582,1582,10,10,53,53,43,26,11,0,10,,,,,,,
34,8,11,132,53,4,53,0,3.0,53,3165,3165,2635,2635,21,21,53,53,53,43,26,0,0,10,,,,,,
34,9,36,149,53,4,53,0,3.0,53,3439,3439,2909,2909,50,50,53,53,53,53,43,0,0,0,0,,,,,
34,10,43,159,53,4,53,0,3.0,53,3776,3776,3246,3246,93,93,53,53,53,53,53,0,0,0,0,0,,,,
34,11,53,159,53,4,53,0,3.0,53,3776,3776,3246,3246,145,146,53,53,53,53,53,0,0,0,0,0,0,,,
34,12,53,159,53,4,53,0,3.0,53,3776,3776,3246,3246,197,199,53,53,53,53,53,0,0,0,0,0,0,0,,
34,13,53,159,53,4,53,0,3.0,53,3776,3776,3246,3246,249,252,53,53,53,53,53,0,0,0,0,0,0,0,0,
35,1,0,0,0,7,10,0,7.0,54,200,200,100,100,0,0,10,,,,,,,,,,,,,
35,2,0,0,10,4,10,0,3.0,54,200,200,100,100,0,0,10,10,,,,,,,,,,,,
35,3,0,10,10,4,11,0,3.0,54,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
35,4,0,20,11,4,26,0,3.0,54,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
35,5,0,31,26,4,43,0,3.0,54,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
35,6,0,57,43,4,54,0,3.0,54,1564,1564,1024,1024,0,0,54,43,26,11,10,10,,,,,,,,
35,7,10,90,54,4,54,0,3.0,54,2112,2112,1572,1572,10,10,54,54,43,26,11,0,10,,,,,,,
